state,county,Donald Trump,Right_Joe Biden,Sum_total_votes,Trump ratio,Biden ratio
Arkansas,Woodruff County,1543,856,2476,0.623182553,0.345718901
Arkansas,Yell County,5226,1284,6741,0.775255897,0.19047619
California,Alameda County,136309,617659,769864,0.177055948,0.80229625
California,Alpine County,244,476,741,0.32928475,0.642375169
California,Amador County,13585,8153,22302,0.609138194,0.365572594
California,Butte County,48730,50426,102042,0.47754846,0.494169068
California,Calaveras County,16518,10046,27164,0.608084229,0.369827713
California,Colusa County,4554,3234,7951,0.572758144,0.40674129
California,Contra Costa County,152877,416386,581230,0.263023244,0.716387661
California,Del Norte County,6461,4677,11452,0.564180929,0.408400279
California,El Dorado County,61838,51621,116138,0.532452772,0.444479843
California,Fresno County,164464,193025,364809,0.450822211,0.529112494
California,Glenn County,7063,3995,11292,0.62548707,0.353790294
California,Humboldt County,21770,44768,68828,0.316295694,0.650432963
California,Imperial County,20847,34678,56718,0.367555273,0.61141084
California,Inyo County,4620,4634,9481,0.48729037,0.488767008
California,Kern County,164484,133366,305226,0.538892493,0.436941807
California,Kings County,24072,18699,43858,0.548862237,0.426353231
California,Lake County,13123,14941,28800,0.455659722,0.518784722
California,Lassen County,8970,2799,11985,0.748435544,0.233541927
California,Los Angeles County,1145530,3028885,4263443,0.268686599,0.710431686
California,Madera County,29378,23168,53722,0.546852314,0.431257213
California,Marin County,24612,128288,155801,0.157970745,0.823409349
California,Mariposa County,5950,4088,10280,0.578793774,0.39766537
California,Mendocino County,13267,28782,43336,0.306142699,0.664159129
California,Merced County,39397,48991,90541,0.435128837,0.541091881
California,Modoc County,3109,1150,4338,0.716689719,0.265099124
California,Mono County,2513,4013,6737,0.373014695,0.595665727
California,Monterey County,46299,113953,163883,0.282512524,0.695331425
California,Napa County,20676,49817,72122,0.286680902,0.69073237
California,Nevada County,26779,36359,64738,0.413651951,0.561633044
California,Orange County,676498,814009,1521725,0.444559957,0.534925167
California,Placer County,122488,106869,235017,0.521187829,0.454728807
California,Plumas County,6445,4561,11256,0.572583511,0.405206112
California,Riverside County,448702,527945,996156,0.450433466,0.529982252
California,Sacramento County,259405,440808,718290,0.361142436,0.613690849
California,San Benito County,10590,17628,28821,0.367440408,0.611637348
California,San Bernardino County,366257,455859,840931,0.435537517,0.542088471
California,San Diego County,600094,964650,1601722,0.374655527,0.60225807
California,San Francisco County,56417,378156,443458,0.127220616,0.852743665
California,San Joaquin County,121098,161137,288443,0.419833381,0.558644169
California,San Luis Obispo County,67436,88310,159681,0.422316995,0.553040124
California,San Mateo County,75563,291410,374138,0.201965585,0.778883727
California,Santa Barbara County,65736,129963,200288,0.328207381,0.648880612
California,Santa Clara County,214612,617967,850522,0.252329746,0.726573798
California,Santa Cruz County,26937,114246,144796,0.186034145,0.789013509
California,Shasta County,60789,30000,92900,0.654348762,0.322927879
California,Sierra County,1142,730,1930,0.591709845,0.378238342
California,Siskiyou County,13290,9593,23450,0.56673774,0.409083156
California,Solano County,69306,131639,205831,0.336713129,0.63954895
California,Sonoma County,61825,199938,268252,0.230473585,0.745336475
California,Stanislaus County,104145,105841,214876,0.484674882,0.492567807
California,Sutter County,24375,17367,42640,0.571646341,0.407293621
California,Tehama County,19141,8911,28721,0.666446154,0.310260785
California,Trinity County,3188,2851,6258,0.509427932,0.455576862
California,Tulare County,77579,66105,146832,0.52835213,0.450208401
California,Tuolumne County,17689,11978,30401,0.58185586,0.394000197
California,Ventura County,162207,251388,422698,0.383742057,0.594722473
California,Yolo County,27292,67598,97264,0.280597138,0.694995065
California,Yuba County,17676,11230,29787,0.593413234,0.377010105
Colorado,Adams County,95657,134202,236735,0.40406784,0.566887026
Colorado,Alamosa County,3813,3759,7808,0.488345287,0.481429303
Colorado,Arapahoe County,127323,213607,350183,0.363589894,0.609986778
Colorado,Archuleta County,5189,3738,9144,0.567475941,0.408792651
Colorado,Baca County,1867,317,2225,0.839101124,0.14247191
Colorado,Bent County,1503,732,2274,0.660949868,0.321899736
Colorado,Boulder County,42501,159089,206111,0.206204424,0.771860793
Colorado,Broomfield County,16295,29077,46632,0.349438154,0.623541774
Colorado,Chaffee County,6222,7160,13717,0.453597725,0.521980025
Colorado,Cheyenne County,993,131,1136,0.874119718,0.115316901
Colorado,Clear Creek County,2754,3604,6548,0.420586439,0.550397068
Colorado,Conejos County,2286,1959,4333,0.527579045,0.452111701
Colorado,Costilla County,741,1311,2094,0.353868195,0.626074499
Colorado,Crowley County,1271,437,1750,0.726285714,0.249714286
Colorado,Custer County,2474,1112,3634,0.680792515,0.305998899
Colorado,Delta County,13081,5887,19370,0.675322664,0.303923593
Colorado,Denver County,71618,313293,393827,0.181851422,0.795509196
Colorado,Dolores County,1089,341,1449,0.751552795,0.235334714
Colorado,Douglas County,121270,104653,231599,0.523620568,0.451871554
Colorado,Eagle County,9892,18588,29140,0.339464653,0.637886067
Colorado,El Paso County,202828,161941,378849,0.535379531,0.427455266
Colorado,Elbert County,14027,4490,18983,0.738924301,0.236527419
Colorado,Fremont County,17517,7369,25557,0.685409086,0.288335877
Colorado,Garfield County,14717,15427,30904,0.476216671,0.499191043
Colorado,Gilpin County,1833,2223,4186,0.437888199,0.531055901
Colorado,Grand County,4883,4710,9870,0.49473151,0.477203647
Colorado,Gunnison County,3735,7132,11190,0.333780161,0.637354781
Colorado,Hinsdale County,353,255,632,0.558544304,0.403481013
Colorado,Huerfano County,2203,2076,4406,0.5,0.47117567
Colorado,Jackson County,681,175,876,0.77739726,0.199771689
Colorado,Jefferson County,148417,218396,377357,0.393306604,0.578751686
Colorado,Kiowa County,795,98,903,0.880398671,0.108527132
Colorado,Kit Carson County,3144,662,3871,0.812193232,0.171015242
Colorado,La Plata County,14233,20548,35667,0.399052345,0.576106765
Colorado,Lake County,1497,2303,3961,0.377934865,0.581418834
Colorado,Larimer County,91489,126120,224338,0.407817668,0.562187414
Colorado,Las Animas County,4284,3497,7961,0.538123351,0.439266424
Colorado,Lincoln County,2135,470,2651,0.805356469,0.177291588
Colorado,Logan County,8087,2218,10532,0.767850361,0.210596278
Colorado,Mesa County,56894,31536,90622,0.627816645,0.347994968
Colorado,Mineral County,427,317,756,0.564814815,0.419312169
Colorado,Moffat County,5670,1203,7026,0.807002562,0.171221178
Colorado,Montezuma County,9306,5836,15500,0.600387097,0.376516129
Colorado,Montrose County,16770,7687,24922,0.672899446,0.30844234
Colorado,Morgan County,9593,3876,13744,0.697977299,0.28201397
Colorado,Otero County,5756,3605,9576,0.601086048,0.376461988
Colorado,Ouray County,1577,2365,4020,0.392288557,0.588308458
Colorado,Park County,6991,4903,12290,0.568836452,0.398942229
Colorado,Phillips County,1958,486,2485,0.787927565,0.195573441
Colorado,Pitkin County,2780,8989,11957,0.232499791,0.751777202
Colorado,Prowers County,4008,1458,5561,0.720733681,0.262183061
Colorado,Pueblo County,42252,43772,88299,0.478510515,0.495724753
Colorado,Rio Blanco County,3061,561,3691,0.829314549,0.15199133
Colorado,Rio Grande County,3660,2495,6305,0.580491673,0.395717684
Colorado,Routt County,5925,10582,16876,0.351090306,0.627044323
Colorado,Saguache County,1413,1884,3389,0.41693715,0.555916199
Colorado,San Juan County,202,342,563,0.358792185,0.607460036
Colorado,San Miguel County,1136,3924,5147,0.220711094,0.762385856
Colorado,Sedgwick County,1121,301,1446,0.775242047,0.208160443
Colorado,Summit County,5322,12631,18479,0.288002598,0.683532659
Colorado,Teller County,11241,5278,16939,0.663616506,0.311588642
Colorado,Washington County,2595,369,3008,0.862699468,0.122672872
Colorado,Weld County,96145,66060,166968,0.575828901,0.395644674
Colorado,Yuma County,4107,785,4981,0.824533226,0.157598876
Connecticut,Andover,998,1058,2091,0.477283596,0.505978001
Connecticut,Ansonia,3797,4521,8419,0.451003682,0.536999644
Connecticut,Ashford,1160,1330,2544,0.455974843,0.522798742
Connecticut,Avon,4469,7299,11987,0.372820556,0.608909652
Connecticut,Barkhamsted,1228,1154,2442,0.502866503,0.472563473
Connecticut,Beacon Falls,2191,1543,3803,0.576124113,0.405732317
Connecticut,Berlin,6687,6008,12873,0.519459333,0.466713276
Connecticut,Bethany,1718,1912,3698,0.464575446,0.517036236
Connecticut,Bethel,4734,6270,11172,0.423737916,0.56122449
Connecticut,Bethlehem,1393,937,2367,0.588508661,0.395859738
Connecticut,Bloomfield,1698,11007,12821,0.132438967,0.858513376
Connecticut,Bolton,1482,1727,3288,0.450729927,0.525243309
Connecticut,Bozrah,817,703,1548,0.527777778,0.454134367
Connecticut,Branford,7098,10562,17913,0.396248535,0.589627645
Connecticut,Bridgeport,8269,33515,42188,0.196003603,0.794420214
Connecticut,Bridgewater,549,667,1233,0.445255474,0.540957015
Connecticut,Bristol,13834,15462,29799,0.464243767,0.518876472
Connecticut,Brookfield,5226,5426,10807,0.48357546,0.502081984
Connecticut,Brooklyn,2262,1876,4222,0.53576504,0.444339176
Connecticut,Burlington,3034,3099,6233,0.486763998,0.497192363
Connecticut,Canaan,209,437,655,0.319083969,0.667175573
Connecticut,Canterbury,1755,1182,3012,0.582669323,0.392430279
Connecticut,Canton,2663,3878,6663,0.399669818,0.582020111
Connecticut,Chaplin,662,598,1290,0.513178295,0.463565891
Connecticut,Cheshire,7349,9745,17418,0.421919853,0.5594787
Connecticut,Chester,853,1701,2596,0.328582435,0.655238829
Connecticut,Clinton,3312,4368,7804,0.424397745,0.559712968
Connecticut,Colchester,4243,5216,9691,0.437828913,0.538231349
Connecticut,Colebrook,563,403,988,0.569838057,0.407894737
Connecticut,Columbia,1600,1888,3568,0.448430493,0.529147982
Connecticut,Cornwall,250,760,1032,0.242248062,0.736434109
Connecticut,Coventry,3545,4011,7772,0.45612455,0.516083376
Connecticut,Cromwell,3749,4872,8783,0.426847319,0.554707959
Connecticut,Danbury,12788,18869,32021,0.399362918,0.589269542
Connecticut,Darien,4921,7876,13018,0.378015056,0.60500845
Connecticut,Deep River,1076,1785,2902,0.370778773,0.615093039
Connecticut,Derby,2749,2963,5778,0.475770163,0.5128072
Connecticut,Durham,2330,2363,4782,0.487243831,0.494144709
Connecticut,East Granby,1405,1789,3264,0.430453431,0.54810049
Connecticut,East Haddam,2731,2980,5825,0.468841202,0.511587983
Connecticut,East Hampton,3746,4051,7988,0.46895343,0.507135704
Connecticut,East Hartford,5524,14787,20607,0.26806425,0.717571699
Connecticut,East Haven,7572,6757,14501,0.522170885,0.465967864
Connecticut,East Lyme,4285,7290,11756,0.364494726,0.620108881
Connecticut,East Windsor,2541,3008,5652,0.449575372,0.532200991
Connecticut,Eastford,572,464,1067,0.536082474,0.434864105
Connecticut,Easton,2178,2777,5023,0.433605415,0.552856858
Connecticut,Ellington,4515,4787,9491,0.475713834,0.504372563
Connecticut,Enfield,9298,11263,20929,0.44426394,0.538152802
Connecticut,Essex,1635,3011,4715,0.346765642,0.638600212
Connecticut,Fairfield,12052,22861,35414,0.340317389,0.645535664
Connecticut,Farmington,6160,9616,16037,0.384111742,0.599613394
Connecticut,Franklin,674,553,1261,0.534496431,0.438540841
Connecticut,Glastonbury,7998,13990,22374,0.35746849,0.625279342
Connecticut,Goshen,1161,902,2100,0.552857143,0.42952381
Connecticut,Granby,3166,4029,7373,0.429404584,0.546453275
Connecticut,Greenwich,13269,22243,36112,0.367440186,0.615944838
Connecticut,Griswold,3257,2565,5981,0.544557766,0.42885805
Connecticut,Groton,6272,10699,17389,0.360687791,0.615274024
Connecticut,Guilford,5050,9616,14867,0.339678483,0.646801641
Connecticut,Haddam,2693,2728,5517,0.488127606,0.494471633
Connecticut,Hamden,7139,21652,29104,0.245292743,0.743952721
Connecticut,Hampton,551,572,1139,0.483757682,0.502194908
Connecticut,Hartford,4116,28301,32687,0.12592162,0.865818215
Connecticut,Hartland,818,457,1292,0.633126935,0.35371517
Connecticut,Harwinton,2229,1397,3701,0.602269657,0.37746555
Connecticut,Hebron,2731,3388,6266,0.435844239,0.540695819
Connecticut,Kent,568,1277,1865,0.304557641,0.684718499
Connecticut,Killingly,4678,3402,8283,0.564771218,0.410720753
Connecticut,Killingworth,1979,2343,4387,0.451105539,0.534077958
Connecticut,Lebanon,2268,2052,4438,0.511041009,0.462370437
Connecticut,Ledyard,3664,4534,8427,0.434792927,0.538032515
Connecticut,Lisbon,1331,1099,2490,0.534538153,0.441365462
Connecticut,Litchfield,2555,2673,5342,0.478285286,0.500374392
Connecticut,Lyme,576,1165,1772,0.325056433,0.65744921
Connecticut,Madison,4638,7625,12437,0.372919514,0.613089973
Connecticut,Manchester,8530,19455,28466,0.29965573,0.683446919
Connecticut,Mansfield,1708,5608,7485,0.228189713,0.749231797
Connecticut,Marlborough,1861,2119,4062,0.458148695,0.521664205
Connecticut,Meriden,9981,14955,25326,0.394100924,0.590499882
Connecticut,Middlebury,2741,2259,5078,0.539779441,0.444860181
Connecticut,Middlefield,1356,1442,2853,0.475289169,0.505432878
Connecticut,Middletown,7611,15508,23509,0.323748352,0.659662257
Connecticut,Milford,13997,17626,32062,0.436560414,0.549747364
Connecticut,Monroe,5989,5838,12002,0.499000167,0.48641893
Connecticut,Montville,4242,4406,8873,0.478079567,0.496562606
Connecticut,Morris,874,653,1561,0.559897502,0.418321589
Connecticut,Naugatuck,7740,6923,14904,0.519323671,0.464506173
